RUN	aswes1b.downloadRoutes30	downloadroutes30	1588530943032	 	3.3.1
REQUEST	1		request_41	1588530973192	1588530985323	KO	j.n.s.SSLException: handshake timed out
REQUEST	1		request_38	1588530973193	1588530985506	KO	j.n.s.SSLException: handshake timed out
REQUEST	1		request_37	1588530973192	1588530985523	KO	j.n.s.SSLException: handshake timed out
REQUEST	1		request_34	1588530973194	1588530985650	KO	j.n.s.SSLException: handshake timed out
REQUEST	21		request_4	1588530985417	1588530985834	OK	 
REQUEST	21		request_5	1588530985834	1588530985837	OK	 
REQUEST	21		request_8	1588530985835	1588530985837	OK	 
REQUEST	21		request_6	1588530985834	1588530985837	OK	 
REQUEST	21		request_7	1588530985835	1588530985837	OK	 
USER	downloadRoutes	22	START	1588530985906	1588530985906
REQUEST	22		request_0	1588530985907	1588530985911	OK	 
REQUEST	22		favicon.ico	1588530985912	1588530985956	OK	 
REQUEST	22		bundle.js	1588530985913	1588530985975	OK	 
REQUEST	22		request_1	1588530985915	1588530985975	OK	 
REQUEST	22		main.chunk.js	1588530985915	1588530985976	OK	 
REQUEST	22		request_3	1588530985956	1588530985979	OK	 
REQUEST	22		0.chunk.js	1588530985914	1588530986396	OK	 
REQUEST	22		request_2	1588530985916	1588530986401	OK	 
REQUEST	4		request_37	1588530973600	1588530986646	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_38	1588530973602	1588530987045	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_33	1588530973601	1588530987178	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_44	1588530973601	1588530987194	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_45	1588530973601	1588530987209	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_41	1588530973601	1588530987292	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_36	1588530973602	1588530987311	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_35	1588530973603	1588530987397	KO	j.n.s.SSLException: handshake timed out
REQUEST	22		request_4	1588530987418	1588530987835	OK	 
REQUEST	22		request_5	1588530987836	1588530987837	OK	 
REQUEST	22		request_8	1588530987836	1588530987838	OK	 
REQUEST	22		request_6	1588530987836	1588530987838	OK	 
REQUEST	22		request_7	1588530987836	1588530987838	OK	 
REQUEST	4		request_43	1588530973604	1588530987855	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_34	1588530973603	1588530987890	KO	j.n.s.SSLException: handshake timed out
USER	downloadRoutes	23	START	1588530987907	1588530987907
REQUEST	23		request_0	1588530987908	1588530987912	OK	 
REQUEST	23		favicon.ico	1588530987913	1588530987918	OK	 
REQUEST	4		request_32	1588530973603	1588530987958	KO	j.n.s.SSLException: handshake timed out
REQUEST	23		request_3	1588530987919	1588530987980	OK	 
REQUEST	23		request_1	1588530987916	1588530987981	OK	 
REQUEST	23		main.chunk.js	1588530987915	1588530987981	OK	 
REQUEST	23		bundle.js	1588530987914	1588530987982	OK	 
REQUEST	12		request_9 Redirect 1	1588530984478	1588530988052	OK	 
REQUEST	4		request_40	1588530973602	1588530988204	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_42	1588530973602	1588530988241	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_39	1588530973603	1588530988300	KO	j.n.s.SSLException: handshake timed out
REQUEST	23		request_2	1588530987916	1588530988409	OK	 
REQUEST	23		0.chunk.js	1588530987914	1588530988412	OK	 
REQUEST	13		request_9	1588530973887	1588530989124	KO	j.n.s.SSLException: handshake timed out
REQUEST	6		request_10	1588530974156	1588530989413	KO	j.n.s.SSLException: handshake timed out
USER	downloadRoutes	24	START	1588530989907	1588530989907
REQUEST	24		request_0	1588530989907	1588530989910	OK	 
REQUEST	24		request_1	1588530989913	1588530989956	OK	 
REQUEST	24		main.chunk.js	1588530989913	1588530989957	OK	 
REQUEST	24		bundle.js	1588530989912	1588530989957	OK	 
REQUEST	24		favicon.ico	1588530989911	1588530989957	OK	 
REQUEST	24		request_3	1588530989956	1588530989963	OK	 
REQUEST	7		request_10	1588530975057	1588530990094	KO	j.n.s.SSLException: handshake timed out
REQUEST	23		request_4	1588530989427	1588530990135	OK	 
REQUEST	23		request_5	1588530990135	1588530990138	OK	 
REQUEST	23		request_6	1588530990136	1588530990138	OK	 
REQUEST	23		request_8	1588530990136	1588530990138	OK	 
REQUEST	23		request_7	1588530990136	1588530990138	OK	 
REQUEST	24		request_2	1588530989914	1588530990398	OK	 
REQUEST	24		0.chunk.js	1588530989912	1588530990412	OK	 
REQUEST	14		request_9	1588530975847	1588530990727	KO	j.n.s.SSLException: handshake timed out
REQUEST	6		request_27	1588530991407	1588530991413	OK	 
REQUEST	6		request_31	1588530991420	1588530991422	OK	 
REQUEST	6		request_30	1588530991420	1588530991422	OK	 
REQUEST	6		request_29	1588530991419	1588530991423	OK	 
REQUEST	6		request_28	1588530991419	1588530991464	OK	 
REQUEST	24		request_4	1588530991426	1588530991855	OK	 
REQUEST	24		request_5	1588530991855	1588530991857	OK	 
REQUEST	24		request_8	1588530991855	1588530991857	OK	 
REQUEST	24		request_6	1588530991855	1588530991858	OK	 
REQUEST	24		request_7	1588530991855	1588530991858	OK	 
USER	downloadRoutes	25	START	1588530991906	1588530991906
REQUEST	25		request_0	1588530991907	1588530991909	OK	 
REQUEST	25		favicon.ico	1588530991911	1588530991914	OK	 
REQUEST	25		bundle.js	1588530991911	1588530991973	OK	 
REQUEST	25		request_1	1588530991912	1588530991973	OK	 
REQUEST	25		request_3	1588530991914	1588530991974	OK	 
REQUEST	25		main.chunk.js	1588530991912	1588530991975	OK	 
REQUEST	7		request_27	1588530992086	1588530992088	OK	 
REQUEST	7		request_31	1588530992092	1588530992094	OK	 
REQUEST	7		request_30	1588530992092	1588530992096	OK	 
REQUEST	7		request_29	1588530992091	1588530992096	OK	 
REQUEST	7		request_28	1588530992091	1588530992136	OK	 
REQUEST	25		0.chunk.js	1588530991911	1588530992416	OK	 
REQUEST	25		request_2	1588530991912	1588530992426	OK	 
REQUEST	15		request_9	1588530977836	1588530992498	KO	j.n.s.SSLException: handshake timed out
REQUEST	9		request_10	1588530976767	1588530993020	KO	j.n.s.SSLException: handshake timed out
REQUEST	8		request_10	1588530976987	1588530993230	KO	j.n.s.SSLException: handshake timed out
REQUEST	25		request_4	1588530993437	1588530993857	OK	 
REQUEST	25		request_5	1588530993858	1588530993860	OK	 
REQUEST	25		request_6	1588530993858	1588530993860	OK	 
REQUEST	25		request_7	1588530993858	1588530993860	OK	 
REQUEST	25		request_8	1588530993859	1588530993861	OK	 
USER	downloadRoutes	26	START	1588530993906	1588530993906
REQUEST	26		request_0	1588530993907	1588530993911	OK	 
REQUEST	26		bundle.js	1588530993913	1588530993946	OK	 
REQUEST	26		request_1	1588530993914	1588530993947	OK	 
REQUEST	26		main.chunk.js	1588530993914	1588530993951	OK	 
REQUEST	26		favicon.ico	1588530993913	1588530993960	OK	 
REQUEST	26		request_3	1588530993946	1588530993992	OK	 
REQUEST	16		request_9	1588530979887	1588530994123	KO	j.n.s.SSLException: handshake timed out
REQUEST	26		0.chunk.js	1588530993914	1588530994380	OK	 
REQUEST	26		request_2	1588530993914	1588530994384	OK	 
REQUEST	3		request_45	1588530974970	1588530994415	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_44	1588530974970	1588530994456	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_37	1588530974968	1588530994484	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_40	1588530974973	1588530994504	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_41	1588530974969	1588530994510	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_33	1588530974971	1588530994527	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_38	1588530974973	1588530994588	KO	j.n.s.SSLException: handshake timed out
REQUEST	10		request_10	1588530978727	1588530994621	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_36	1588530974972	1588530994624	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_32	1588530974975	1588530994653	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_43	1588530974978	1588530994676	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_39	1588530974977	1588530994697	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_35	1588530974976	1588530994774	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_34	1588530974975	1588530994792	KO	j.n.s.SSLException: handshake timed out
REQUEST	3		request_42	1588530974974	1588530994806	KO	j.n.s.SSLException: handshake timed out
REQUEST	9		request_27	1588530995027	1588530995033	OK	 
REQUEST	9		request_31	1588530995039	1588530995043	OK	 
REQUEST	9		request_30	1588530995039	1588530995043	OK	 
REQUEST	9		request_29	1588530995039	1588530995043	OK	 
REQUEST	9		request_28	1588530995039	1588530995085	OK	 
REQUEST	8		request_27	1588530995227	1588530995236	OK	 
REQUEST	8		request_31	1588530995243	1588530995245	OK	 
REQUEST	8		request_30	1588530995243	1588530995245	OK	 
REQUEST	8		request_29	1588530995242	1588530995246	OK	 
REQUEST	17		request_9	1588530981857	1588530995276	KO	j.n.s.SSLException: handshake timed out
REQUEST	8		request_28	1588530995242	1588530995285	OK	 
REQUEST	5		request_10 Redirect 1	1588530978732	1588530995341	KO	j.n.s.SSLException: handshake timed out
REQUEST	26		request_4	1588530995397	1588530995878	OK	 
REQUEST	26		request_5	1588530995879	1588530995881	OK	 
REQUEST	26		request_6	1588530995879	1588530995881	OK	 
REQUEST	26		request_7	1588530995879	1588530995881	OK	 
REQUEST	26		request_8	1588530995879	1588530995881	OK	 
USER	downloadRoutes	27	START	1588530995907	1588530995907
REQUEST	27		request_0	1588530995908	1588530995912	OK	 
REQUEST	27		request_1	1588530995917	1588530995951	OK	 
REQUEST	27		main.chunk.js	1588530995916	1588530995952	OK	 
REQUEST	27		bundle.js	1588530995914	1588530995953	OK	 
REQUEST	27		request_3	1588530995952	1588530995959	OK	 
REQUEST	27		favicon.ico	1588530995913	1588530995960	OK	 
REQUEST	27		0.chunk.js	1588530995915	1588530996381	OK	 
REQUEST	27		request_2	1588530995917	1588530996391	OK	 
REQUEST	18		request_9	1588530983877	1588530996479	KO	j.n.s.SSLException: handshake timed out
REQUEST	10		request_27	1588530996617	1588530996623	OK	 
REQUEST	10		request_31	1588530996630	1588530996632	OK	 
REQUEST	10		request_30	1588530996629	1588530996632	OK	 
REQUEST	10		request_29	1588530996629	1588530996633	OK	 
REQUEST	10		request_28	1588530996629	1588530996673	OK	 
REQUEST	5		request_27	1588530997347	1588530997353	OK	 
REQUEST	5		request_31	1588530997360	1588530997363	OK	 
REQUEST	5		request_30	1588530997360	1588530997364	OK	 
REQUEST	5		request_29	1588530997360	1588530997364	OK	 
REQUEST	5		request_28	1588530997359	1588530997405	OK	 
REQUEST	27		request_4	1588530997407	1588530997830	OK	 
REQUEST	27		request_5	1588530997830	1588530997833	OK	 
REQUEST	27		request_6	1588530997831	1588530997833	OK	 
REQUEST	27		request_7	1588530997831	1588530997833	OK	 
REQUEST	27		request_8	1588530997831	1588530997833	OK	 
USER	downloadRoutes	28	START	1588530997906	1588530997906
REQUEST	28		request_0	1588530997907	1588530997911	OK	 
REQUEST	28		favicon.ico	1588530997913	1588530997960	OK	 
REQUEST	28		bundle.js	1588530997914	1588530997978	OK	 
REQUEST	28		request_1	1588530997916	1588530997978	OK	 
REQUEST	28		main.chunk.js	1588530997915	1588530997978	OK	 
REQUEST	28		request_3	1588530997961	1588530998024	OK	 
REQUEST	28		0.chunk.js	1588530997915	1588530998409	OK	 
REQUEST	28		request_2	1588530997916	1588530998417	OK	 
REQUEST	19		request_9	1588530985836	1588530999490	KO	j.n.s.SSLException: handshake timed out
REQUEST	2		request_46	1588530985918	1588530999553	KO	j.n.s.SSLException: handshake timed out
REQUEST	28		request_4	1588530999437	1588530999851	OK	 
REQUEST	28		request_5	1588530999851	1588530999853	OK	 
REQUEST	28		request_6	1588530999851	1588530999853	OK	 
REQUEST	28		request_7	1588530999851	1588530999853	OK	 
REQUEST	28		request_8	1588530999851	1588530999853	OK	 
USER	downloadRoutes	29	START	1588530999907	1588530999907
REQUEST	29		request_0	1588530999907	1588530999909	OK	 
REQUEST	29		request_1	1588530999910	1588530999949	OK	 
REQUEST	29		main.chunk.js	1588530999910	1588530999950	OK	 
REQUEST	29		bundle.js	1588530999909	1588530999950	OK	 
REQUEST	29		favicon.ico	1588530999909	1588530999952	OK	 
REQUEST	29		request_3	1588530999949	1588530999957	OK	 
REQUEST	29		0.chunk.js	1588530999910	1588531000381	OK	 
REQUEST	29		request_2	1588530999910	1588531000384	OK	 
REQUEST	1		request_46	1588530986647	1588531000411	KO	j.n.s.SSLException: handshake timed out
REQUEST	11		request_10	1588530986687	1588531000605	KO	j.n.s.SSLException: handshake timed out
REQUEST	6		request_37	1588530991415	1588531001421	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_41	1588530991416	1588531001421	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_44	1588530991417	1588531001421	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_45	1588530991417	1588531001421	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_33	1588530991418	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_36	1588530991418	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_38	1588530991418	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_40	1588530991418	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_42	1588530991418	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_32	1588530991418	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_34	1588530991419	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_35	1588530991419	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_39	1588530991419	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	6		request_43	1588530991419	1588531001422	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	29		request_4	1588531001397	1588531001806	OK	 
REQUEST	29		request_5	1588531001806	1588531001810	OK	 
REQUEST	29		request_6	1588531001806	1588531001810	OK	 
REQUEST	29		request_7	1588531001807	1588531001810	OK	 
REQUEST	29		request_8	1588531001807	1588531001810	OK	 
USER	downloadRoutes	30	START	1588531001907	1588531001907
REQUEST	30		request_0	1588531001908	1588531001913	OK	 
REQUEST	30		favicon.ico	1588531001914	1588531001920	OK	 
REQUEST	30		bundle.js	1588531001914	1588531001977	OK	 
REQUEST	30		request_1	1588531001917	1588531001977	OK	 
REQUEST	30		request_3	1588531001920	1588531001978	OK	 
REQUEST	30		main.chunk.js	1588531001916	1588531001978	OK	 
REQUEST	7		request_37	1588530992089	1588531002097	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_41	1588530992089	1588531002097	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_44	1588530992089	1588531002097	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_45	1588530992089	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_33	1588530992089	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_36	1588530992090	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_38	1588530992090	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_40	1588530992090	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_42	1588530992090	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_32	1588530992090	1588531002098	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_34	1588530992090	1588531002100	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_35	1588530992091	1588531002100	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_39	1588530992091	1588531002100	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	7		request_43	1588530992091	1588531002100	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	20		request_9	1588530987887	1588531002389	KO	j.n.s.SSLException: handshake timed out
REQUEST	30		0.chunk.js	1588531001915	1588531002415	OK	 
REQUEST	30		request_2	1588531001918	1588531002420	OK	 
REQUEST	11		request_27	1588531002596	1588531002602	OK	 
REQUEST	11		request_31	1588531002614	1588531002626	OK	 
REQUEST	11		request_30	1588531002614	1588531002627	OK	 
REQUEST	11		request_29	1588531002613	1588531002628	OK	 
REQUEST	11		request_28	1588531002612	1588531002660	OK	 
REQUEST	30		request_4	1588531003437	1588531003850	OK	 
REQUEST	30		request_5	1588531003850	1588531003852	OK	 
REQUEST	30		request_6	1588531003850	1588531003852	OK	 
REQUEST	30		request_7	1588531003850	1588531003853	OK	 
REQUEST	30		request_8	1588531003851	1588531003853	OK	 
REQUEST	12		solid.css	1588530988052	1588531004407	KO	j.n.s.SSLException: handshake timed out
REQUEST	4		request_46	1588530989307	1588531004975	KO	j.n.s.SSLException: handshake timed out
REQUEST	9		request_37	1588530995036	1588531005040	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	9		request_41	1588530995037	1588531005041	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	9		request_44	1588530995037	1588531005041	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	9		request_45	1588530995037	1588531005041	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	9		request_33	1588530995038	1588531005042	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
